CFU/mL,Sensor1,Sensor2,Sensor3
38410526.32,-126.2871735,94.73623782,59.93552437
38324210.53,-126.6203509,94.69508772,59.92182456
38237894.74,-126.9535283,94.65393762,59.90812476
38151578.95,-127.2867057,94.61278752,59.89442495
38065263.16,-127.619883,94.57163743,59.88072515
37978947.37,-127.9530604,94.53048733,59.86702534
37892631.58,-128.2862378,94.48933723,59.85332554
37806315.79,-128.6194152,94.44818713,59.83962573
37720000,-128.9525926,94.40703704,59.82592593
37633684.21,-129.28577,94.36588694,59.81222612
37547368.42,-129.6189474,94.32473684,59.79852632
37461052.63,-129.9521248,94.28358674,59.78482651
37374736.84,-130.2853021,94.24243665,59.77112671
37288421.05,-130.6184795,94.20128655,59.7574269
37202105.26,-130.9516569,94.16013645,59.7437271
37115789.47,-131.2848343,94.11898635,59.73002729
37029473.68,-131.6180117,94.07783626,59.71632749
36943157.89,-131.9511891,94.03668616,59.70262768
36856842.11,-132.2843665,93.99553606,59.68892788
36770526.32,-132.6175439,93.95438596,59.67522807
36684210.53,-132.9507212,93.91323587,59.66152827
36597894.74,-133.2838986,93.87208577,59.64782846
36511578.95,-133.617076,93.83093567,59.63412865
36425263.16,-133.9502534,93.78978558,59.62042885
36338947.37,-134.2834308,93.74863548,59.60672904
36252631.58,-134.6166082,93.70748538,59.59302924
36166315.79,-134.9497856,93.66633528,59.57932943
36080000,-135.282963,93.62518519,59.56562963
35993684.21,-135.6161404,93.58403509,59.55192982
35907368.42,-135.9493177,93.54288499,59.53823002
35821052.63,-136.2824951,93.50173489,59.52453021
35734736.84,-136.6156725,93.4605848,59.51083041
35648421.05,-136.9488499,93.4194347,59.4971306
35562105.26,-137.2820273,93.3782846,59.4834308
35475789.47,-137.6152047,93.3371345,59.46973099
35389473.68,-137.9483821,93.29598441,59.45603119
35303157.89,-138.2815595,93.25483431,59.44233138
35216842.11,-138.6147368,93.21368421,59.42863158
35130526.32,-138.9479142,93.17253411,59.41493177
35044210.53,-139.2810916,93.13138402,59.40123197
34957894.74,-139.614269,93.09023392,59.38753216
34871578.95,-139.9474464,93.04908382,59.37383236
34785263.16,-140.2806238,93.00793372,59.36013255
34698947.37,-140.6138012,92.96678363,59.34643275
34612631.58,-140.9469786,92.92563353,59.33273294
34526315.79,-141.2801559,92.88448343,59.31903314
34440000,-141.6133333,92.84333333,59.30533333
34353684.21,-141.9465107,92.80218324,59.29163353
34267368.42,-142.2796881,92.76103314,59.27793372
34181052.63,-142.6128655,92.71988304,59.26423392
34094736.84,-142.9460429,92.67873294,59.25053411
34008421.05,-143.2792203,92.63758285,59.23683431
33922105.26,-143.6123977,92.59643275,59.2231345
33835789.47,-143.945575,92.55528265,59.2094347
33749473.68,-144.2787524,92.51413255,59.19573489
33663157.89,-144.6119298,92.47298246,59.18203509
33576842.11,-144.9451072,92.43183236,59.16833528
33490526.32,-145.2782846,92.39068226,59.15463548
33404210.53,-145.611462,92.34953216,59.14093567
33317894.74,-145.9446394,92.30838207,59.12723587
33231578.95,-146.2778168,92.26723197,59.11353606
33145263.16,-146.6109942,92.22608187,59.09983626
33058947.37,-146.9441715,92.18493177,59.08613645
32972631.58,-147.2773489,92.14378168,59.07243665
32886315.79,-147.6105263,92.10263158,59.05873684
32800000,-147.9437037,92.06148148,59.04503704
32713684.21,-148.2768811,92.02033138,59.03133723
32627368.42,-148.6100585,91.97918129,59.01763743
32541052.63,-148.9432359,91.93803119,59.00393762
32454736.84,-149.2764133,91.89688109,58.99023782
32368421.05,-149.6095906,91.85573099,58.97653801
32282105.26,-149.942768,91.8145809,58.96283821
32195789.47,-150.2759454,91.7734308,58.9491384
32109473.68,-150.6091228,91.7322807,58.9354386
32023157.89,-150.9423002,91.6911306,58.92173879
31936842.11,-151.2754776,91.64998051,58.90803899
31850526.32,-151.608655,91.60883041,58.89433918
31764210.53,-151.9418324,91.56768031,58.88063938
31677894.74,-152.2750097,91.52653021,58.86693957
31591578.95,-152.6081871,91.48538012,58.85323977
31505263.16,-152.9413645,91.44423002,58.83953996
31418947.37,-153.2745419,91.40307992,58.82584016
31332631.58,-153.6077193,91.36192982,58.81214035
31246315.79,-153.9408967,91.32077973,58.79844055
31160000,-154.2740741,91.27962963,58.78474074
31073684.21,-154.6072515,91.23847953,58.77104094
30987368.42,-154.9404288,91.19732943,58.75734113
30901052.63,-155.2736062,91.15617934,58.74364133
30814736.84,-155.6067836,91.11502924,58.72994152
30728421.05,-155.939961,91.07387914,58.71624172
30642105.26,-156.2731384,91.03272904,58.70254191
30555789.47,-156.6063158,90.99157895,58.68884211
30469473.68,-156.9394932,90.95042885,58.6751423
30383157.89,-157.2726706,90.90927875,58.6614425
30296842.11,-157.605848,90.86812865,58.64774269
30210526.32,-157.9390253,90.82697856,58.63404288
30124210.53,-158.2722027,90.78582846,58.62034308
30037894.74,-158.6053801,90.74467836,58.60664327
29951578.95,-158.9385575,90.70352827,58.59294347
29865263.16,-159.2717349,90.66237817,58.57924366
29778947.37,-159.6049123,90.62122807,58.56554386
29692631.58,-159.9380897,90.58007797,58.55184405
29606315.79,-160.2712671,90.53892788,58.53814425
29520000,-160.6044444,90.49777778,58.52444444
29433684.21,-160.9376218,90.45662768,58.51074464
29347368.42,-161.2707992,90.41547758,58.49704483
29261052.63,-161.6039766,90.37432749,58.48334503
29174736.84,-161.937154,90.33317739,58.46964522
29088421.05,-162.2703314,90.29202729,58.45594542
29002105.26,-162.6035088,90.25087719,58.44224561
28915789.47,-162.9366862,90.2097271,58.42854581
28829473.68,-163.2698635,90.168577,58.414846
28743157.89,-163.6030409,90.1274269,58.4011462
28656842.11,-163.9362183,90.0862768,58.38744639
28570526.32,-164.2693957,90.04512671,58.37374659
28484210.53,-164.6025731,90.00397661,58.36004678
28397894.74,-164.9357505,89.96282651,58.34634698
28311578.95,-165.2689279,89.92167641,58.33264717
28225263.16,-165.6021053,89.88052632,58.31894737
28138947.37,-165.9352827,89.83937622,58.30524756
28052631.58,-166.26846,89.79822612,58.29154776
27966315.79,-166.6016374,89.75707602,58.27784795
27880000,-166.9348148,89.71592593,58.26414815
27793684.21,-167.2679922,89.67477583,58.25044834
27707368.42,-167.6011696,89.63362573,58.23674854
27621052.63,-167.934347,89.59247563,58.22304873
27534736.84,-168.2675244,89.55132554,58.20934893
27448421.05,-168.6007018,89.51017544,58.19564912
27362105.26,-168.9338791,89.46902534,58.18194932
27275789.47,-169.2670565,89.42787524,58.16824951
27189473.68,-169.6002339,89.38672515,58.15454971
27103157.89,-169.9334113,89.34557505,58.1408499
27016842.11,-170.2665887,89.30442495,58.1271501
26930526.32,-170.5997661,89.26327485,58.11345029
26844210.53,-170.9329435,89.22212476,58.09975049
26757894.74,-171.2661209,89.18097466,58.08605068
26671578.95,-171.5992982,89.13982456,58.07235088
26585263.16,-171.9324756,89.09867446,58.05865107
26498947.37,-172.265653,89.05752437,58.04495127
26412631.58,-172.5988304,89.01637427,58.03125146
26326315.79,-172.9320078,88.97522417,58.01755166
26240000,-173.2651852,88.93407407,58.00385185
26153684.21,-173.5983626,88.89292398,57.99015205
26067368.42,-173.93154,88.85177388,57.97645224
25981052.63,-174.2647173,88.81062378,57.96275244
25894736.84,-174.5978947,88.76947368,57.94905263
25808421.05,-174.9310721,88.72832359,57.93535283
25722105.26,-175.2642495,88.68717349,57.92165302
25635789.47,-175.5974269,88.64602339,57.90795322
25549473.68,-175.9306043,88.60487329,57.89425341
25463157.89,-176.2637817,88.5637232,57.88055361
25376842.11,-176.5969591,88.5225731,57.8668538
25290526.32,-176.9301365,88.481423,57.853154
25204210.53,-177.2633138,88.4402729,57.83945419
25117894.74,-177.5964912,88.39912281,57.82575439
25031578.95,-177.9296686,88.35797271,57.81205458
24945263.16,-178.262846,88.31682261,57.79835478
24858947.37,-178.5960234,88.27567251,57.78465497
24772631.58,-178.9292008,88.23452242,57.77095517
24686315.79,-179.2623782,88.19337232,57.75725536
24600000,-179.5955556,88.15222222,57.74355556
24513684.21,-179.9287329,88.11107212,57.72985575
24427368.42,-180.2619103,88.06992203,57.71615595
24341052.63,-180.5950877,88.02877193,57.70245614
24254736.84,-180.9282651,87.98762183,57.68875634
24168421.05,-181.2614425,87.94647173,57.67505653
24082105.26,-181.5946199,87.90532164,57.66135673
23995789.47,-181.9277973,87.86417154,57.64765692
23909473.68,-182.2609747,87.82302144,57.63395712
23823157.89,-182.594152,87.78187135,57.62025731
23736842.11,-182.9273294,87.74072125,57.6065575
23650526.32,-183.2605068,87.69957115,57.5928577
23564210.53,-183.5936842,87.65842105,57.57915789
23477894.74,-183.9268616,87.61727096,57.56545809
23391578.95,-184.260039,87.57612086,57.55175828
23305263.16,-184.5932164,87.53497076,57.53805848
23218947.37,-184.9263938,87.49382066,57.52435867
23132631.58,-185.2595712,87.45267057,57.51065887
23046315.79,-185.5927485,87.41152047,57.49695906
22960000,-185.9259259,87.37037037,57.48325926
22873684.21,-186.2591033,87.32922027,57.46955945
22787368.42,-186.5922807,87.28807018,57.45585965
22701052.63,-186.9254581,87.24692008,57.44215984
22614736.84,-187.2586355,87.20576998,57.42846004
22528421.05,-187.5918129,87.16461988,57.41476023
22442105.26,-187.9249903,87.12346979,57.40106043
22355789.47,-188.2581676,87.08231969,57.38736062
22269473.68,-188.591345,87.04116959,57.37366082
22183157.89,-188.9245224,87.00001949,57.35996101
22096842.11,-189.2576998,86.9588694,57.34626121
22010526.32,-189.5908772,86.9177193,57.3325614
21924210.53,-189.9240546,86.8765692,57.3188616
21837894.74,-190.257232,86.8354191,57.30516179
21751578.95,-190.5904094,86.79426901,57.29146199
21665263.16,-190.9235867,86.75311891,57.27776218
21578947.37,-191.2567641,86.71196881,57.26406238
21492631.58,-191.5899415,86.67081871,57.25036257
21406315.79,-191.9231189,86.62966862,57.23666277
21320000,-192.2562963,86.58851852,57.22296296
21233684.21,-192.5894737,86.54736842,57.20926316
21147368.42,-192.9226511,86.50621832,57.19556335
21061052.63,-193.2558285,86.46506823,57.18186355
20974736.84,-193.5890058,86.42391813,57.16816374
20888421.05,-193.9221832,86.38276803,57.15446394
20802105.26,-194.2553606,86.34161793,57.14076413
20715789.47,-194.588538,86.30046784,57.12706433
20629473.68,-194.9217154,86.25931774,57.11336452
20543157.89,-195.2548928,86.21816764,57.09966472
20456842.11,-195.5880702,86.17701754,57.08596491
20370526.32,-195.9212476,86.13586745,57.07226511
20284210.53,-196.254425,86.09471735,57.0585653
20197894.74,-196.5876023,86.05356725,57.0448655
20111578.95,-196.9207797,86.01241715,57.03116569
20025263.16,-197.2539571,85.97126706,57.01746589
19938947.37,-197.5871345,85.93011696,57.00376608
19852631.58,-197.9203119,85.88896686,56.99006628
19766315.79,-198.2534893,85.84781676,56.97636647
19680000,-198.5866667,85.80666667,56.96266667
19593684.21,-198.9198441,85.76551657,56.94896686
19507368.42,-199.2530214,85.72436647,56.93526706
19421052.63,-199.5861988,85.68321637,56.92156725
19334736.84,-199.9193762,85.64206628,56.90786745
19248421.05,-200.2525536,85.60091618,56.89416764
19162105.26,-200.585731,85.55976608,56.88046784
19075789.47,-200.9189084,85.51861598,56.86676803
18989473.68,-201.2520858,85.47746589,56.85306823
18903157.89,-201.5852632,85.43631579,56.83936842
18816842.11,-201.9184405,85.39516569,56.82566862
18730526.32,-202.2516179,85.35401559,56.81196881
18644210.53,-202.5847953,85.3128655,56.79826901
18557894.74,-202.9179727,85.2717154,56.7845692
18471578.95,-203.2511501,85.2305653,56.7708694
18385263.16,-203.5843275,85.1894152,56.75716959
18298947.37,-203.9175049,85.14826511,56.74346979
18212631.58,-204.2506823,85.10711501,56.72976998
18126315.79,-204.5838596,85.06596491,56.71607018
18040000,-204.917037,85.02481481,56.70237037
17953684.21,-205.2502144,84.98366472,56.68867057
17867368.42,-205.5833918,84.94251462,56.67497076
17781052.63,-205.9165692,84.90136452,56.66127096
17694736.84,-206.2497466,84.86021442,56.64757115
17608421.05,-206.582924,84.81906433,56.63387135
17522105.26,-206.9161014,84.77791423,56.62017154
17435789.47,-207.2492788,84.73676413,56.60647173
17349473.68,-207.5824561,84.69561404,56.59277193
17263157.89,-207.9156335,84.65446394,56.57907212
17176842.11,-208.2488109,84.61331384,56.56537232
17090526.32,-208.5819883,84.57216374,56.55167251
17004210.53,-208.9151657,84.53101365,56.53797271
16917894.74,-209.2483431,84.48986355,56.5242729
16831578.95,-209.5815205,84.44871345,56.5105731
16745263.16,-209.9146979,84.40756335,56.49687329
16658947.37,-210.2478752,84.36641326,56.48317349
16572631.58,-210.5810526,84.32526316,56.46947368
16486315.79,-210.91423,84.28411306,56.45577388
16400000,-211.2474074,84.24296296,56.44207407
16313684.21,-211.5805848,84.20181287,56.42837427
16227368.42,-211.9137622,84.16066277,56.41467446
16141052.63,-212.2469396,84.11951267,56.40097466
16054736.84,-212.580117,84.07836257,56.38727485
15968421.05,-212.9132943,84.03721248,56.37357505
15882105.26,-213.2464717,83.99606238,56.35987524
15795789.47,-213.5796491,83.95491228,56.34617544
15709473.68,-213.9128265,83.91376218,56.33247563
15623157.89,-214.2460039,83.87261209,56.31877583
15536842.11,-214.5791813,83.83146199,56.30507602
15450526.32,-214.9123587,83.79031189,56.29137622
15364210.53,-215.2455361,83.74916179,56.27767641
15277894.74,-215.5787135,83.7080117,56.26397661
15191578.95,-215.9118908,83.6668616,56.2502768
15105263.16,-216.2450682,83.6257115,56.236577
15018947.37,-216.5782456,83.5845614,56.22287719
14932631.58,-216.911423,83.54341131,56.20917739
14846315.79,-217.2446004,83.50226121,56.19547758
14760000,-217.5777778,83.46111111,56.18177778
14673684.21,-217.9109552,83.41996101,56.16807797
14587368.42,-218.2441326,83.37881092,56.15437817
14501052.63,-218.5773099,83.33766082,56.14067836
14414736.84,-218.9104873,83.29651072,56.12697856
14328421.05,-219.2436647,83.25536062,56.11327875
14242105.26,-219.5768421,83.21421053,56.09957895
14155789.47,-219.9100195,83.17306043,56.08587914
14069473.68,-220.2431969,83.13191033,56.07217934
13983157.89,-220.5763743,83.09076023,56.05847953
13896842.11,-220.9095517,83.04961014,56.04477973
13810526.32,-221.242729,83.00846004,56.03107992
13724210.53,-221.5759064,82.96730994,56.01738012
13637894.74,-221.9090838,82.92615984,56.00368031
13551578.95,-222.2422612,82.88500975,55.98998051
13465263.16,-222.5754386,82.84385965,55.9762807
13378947.37,-222.908616,82.80270955,55.9625809
13292631.58,-223.2417934,82.76155945,55.94888109
13206315.79,-223.5749708,82.72040936,55.93518129
13120000,-223.9081481,82.67925926,55.92148148
13033684.21,-224.2413255,82.63810916,55.90778168
12947368.42,-224.5745029,82.59695906,55.89408187
12861052.63,-224.9076803,82.55580897,55.88038207
12774736.84,-225.2408577,82.51465887,55.86668226
12688421.05,-225.5740351,82.47350877,55.85298246
12602105.26,-225.9072125,82.43235867,55.83928265
12515789.47,-226.2403899,82.39120858,55.82558285
12429473.68,-226.5735673,82.35005848,55.81188304
12343157.89,-226.9067446,82.30890838,55.79818324
12256842.11,-227.239922,82.26775828,55.78448343
12170526.32,-227.5730994,82.22660819,55.77078363
12084210.53,-227.9062768,82.18545809,55.75708382
11997894.74,-228.2394542,82.14430799,55.74338402
11911578.95,-228.5726316,82.10315789,55.72968421
11825263.16,-228.905809,82.0620078,55.71598441
11738947.37,-229.2389864,82.0208577,55.7022846
11652631.58,-229.5721637,81.9797076,55.6885848
11566315.79,-229.9053411,81.9385575,55.67488499
11480000,-230.2385185,81.89740741,55.66118519
11393684.21,-230.5716959,81.85625731,55.64748538
11307368.42,-230.9048733,81.81510721,55.63378558
11221052.63,-231.2380507,81.77395712,55.62008577
11134736.84,-231.5712281,81.73280702,55.60638596
11048421.05,-231.9044055,81.69165692,55.59268616
10962105.26,-232.2375828,81.65050682,55.57898635
10875789.47,-232.5707602,81.60935673,55.56528655
10789473.68,-232.9039376,81.56820663,55.55158674
10703157.89,-233.237115,81.52705653,55.53788694
10616842.11,-233.5702924,81.48590643,55.52418713
10530526.32,-233.9034698,81.44475634,55.51048733
10444210.53,-234.2366472,81.40360624,55.49678752
10357894.74,-234.5698246,81.36245614,55.48308772
10271578.95,-234.9030019,81.32130604,55.46938791
10185263.16,-235.2361793,81.28015595,55.45568811
10098947.37,-235.5693567,81.23900585,55.4419883
10012631.58,-235.9025341,81.19785575,55.4282885
9926315.789,-236.2357115,81.15670565,55.41458869
9840000,-236.5688889,81.11555556,55.40088889
9753684.211,-236.9020663,81.07440546,55.38718908
9667368.421,-237.2352437,81.03325536,55.37348928
9581052.632,-237.5684211,80.99210526,55.35978947
9494736.842,-237.9015984,80.95095517,55.34608967
9408421.053,-238.2347758,80.90980507,55.33238986
9322105.263,-238.5679532,80.86865497,55.31869006
9235789.474,-238.9011306,80.82750487,55.30499025
9149473.684,-239.234308,80.78635478,55.29129045
9063157.895,-239.5674854,80.74520468,55.27759064
8976842.105,-239.9006628,80.70405458,55.26389084
8890526.316,-240.2338402,80.66290448,55.25019103
8804210.526,-240.5670175,80.62175439,55.23649123
8717894.737,-240.9001949,80.58060429,55.22279142
8631578.947,-241.2333723,80.53945419,55.20909162
8545263.158,-241.5665497,80.49830409,55.19539181
8458947.368,-241.8997271,80.457154,55.18169201
8372631.579,-242.2329045,80.4160039,55.1679922
8286315.789,-242.5660819,80.3748538,55.1542924
8200000,-242.8992593,80.3337037,55.14059259
8113684.211,-243.2324366,80.29255361,55.12689279
8027368.421,-243.565614,80.25140351,55.11319298
7941052.632,-243.8987914,80.21025341,55.09949318
7854736.842,-244.2319688,80.16910331,55.08579337
7768421.053,-244.5651462,80.12795322,55.07209357
7682105.263,-244.8983236,80.08680312,55.05839376
7595789.474,-245.231501,80.04565302,55.04469396
7509473.684,-245.5646784,80.00450292,55.03099415
7423157.895,-245.8978558,79.96335283,55.01729435
7336842.105,-246.2310331,79.92220273,55.00359454
7250526.316,-246.5642105,79.88105263,54.98989474
7164210.526,-246.8973879,79.83990253,54.97619493
7077894.737,-247.2305653,79.79875244,54.96249513
6991578.947,-247.5637427,79.75760234,54.94879532
6905263.158,-247.8969201,79.71645224,54.93509552
6818947.368,-248.2300975,79.67530214,54.92139571
6732631.579,-248.5632749,79.63415205,54.90769591
6646315.789,-248.8964522,79.59300195,54.8939961
6560000,-249.2296296,79.55185185,54.8802963
6473684.211,-249.562807,79.51070175,54.86659649
6387368.421,-249.8959844,79.46955166,54.85289669
6301052.632,-250.2291618,79.42840156,54.83919688
6214736.842,-250.5623392,79.38725146,54.82549708
6128421.053,-250.8955166,79.34610136,54.81179727
6042105.263,-251.228694,79.30495127,54.79809747
5955789.474,-251.5618713,79.26380117,54.78439766
5869473.684,-251.8950487,79.22265107,54.77069786
5783157.895,-252.2282261,79.18150097,54.75699805
5696842.105,-252.5614035,79.14035088,54.74329825
5610526.316,-252.8945809,79.09920078,54.72959844
5524210.526,-253.2277583,79.05805068,54.71589864
5437894.737,-253.5609357,79.01690058,54.70219883
5351578.947,-253.8941131,78.97575049,54.68849903
5265263.158,-254.2272904,78.93460039,54.67479922
5178947.368,-254.5604678,78.89345029,54.66109942
5092631.579,-254.8936452,78.85230019,54.64739961
5006315.789,-255.2268226,78.8111501,54.63369981
4902770.428,-255.7276654,78.72276265,54.54501946
4885540.856,-255.8953307,78.67552529,54.47003891
4868311.284,-256.0629961,78.62828794,54.39505837
4851081.712,-256.2306615,78.58105058,54.32007782
4833852.14,-256.3983268,78.53381323,54.24509728
4816622.568,-256.5659922,78.48657588,54.17011673
4799392.996,-256.7336576,78.43933852,54.09513619
4782163.424,-256.901323,78.39210117,54.02015564
4764933.852,-257.0689883,78.34486381,53.9451751
4747704.28,-257.2366537,78.29762646,53.87019455
4730474.708,-257.4043191,78.25038911,53.79521401
4713245.136,-257.5719844,78.20315175,53.72023346
4696015.564,-257.7396498,78.1559144,53.64525292
4678785.992,-257.9073152,78.10867704,53.57027237
4661556.42,-258.0749805,78.06143969,53.49529183
4644326.848,-258.2426459,78.01420233,53.42031128
4627097.276,-258.4103113,77.96696498,53.34533074
4609867.704,-258.5779767,77.91972763,53.27035019
4592638.132,-258.745642,77.87249027,53.19536965
4575408.56,-258.9133074,77.82525292,53.12038911
4558178.988,-259.0809728,77.77801556,53.04540856
4540949.416,-259.2486381,77.73077821,52.97042802
4523719.844,-259.4163035,77.68354086,52.89544747
4506490.272,-259.5839689,77.6363035,52.82046693
4489260.7,-259.7516342,77.58906615,52.74548638
4472031.128,-259.9192996,77.54182879,52.67050584
4454801.556,-260.086965,77.49459144,52.59552529
4437571.984,-260.2546304,77.44735409,52.52054475
4420342.412,-260.4222957,77.40011673,52.4455642
4403112.84,-260.5899611,77.35287938,52.37058366
4385883.268,-260.7576265,77.30564202,52.29560311
4368653.696,-260.9252918,77.25840467,52.22062257
4351424.125,-261.0929572,77.21116732,52.14564202
4334194.553,-261.2606226,77.16392996,52.07066148
4316964.981,-261.4282879,77.11669261,51.99568093
4299735.409,-261.5959533,77.06945525,51.92070039
4282505.837,-261.7636187,77.0222179,51.84571984
4265276.265,-261.931284,76.97498054,51.7707393
4248046.693,-262.0989494,76.92774319,51.69575875
4230817.121,-262.2666148,76.88050584,51.62077821
4213587.549,-262.4342802,76.83326848,51.54579767
4196357.977,-262.6019455,76.78603113,51.47081712
4179128.405,-262.7696109,76.73879377,51.39583658
4161898.833,-262.9372763,76.69155642,51.32085603
4144669.261,-263.1049416,76.64431907,51.24587549
4127439.689,-263.272607,76.59708171,51.17089494
4110210.117,-263.4402724,76.54984436,51.0959144
4092980.545,-263.6079377,76.502607,51.02093385
4075750.973,-263.7756031,76.45536965,50.94595331
4058521.401,-263.9432685,76.4081323,50.87097276
